,name,product
41124,nivea 妮維雅霜 護手霜 保濕 防乾燥 乳液 乳霜 唇膏 保養 護膚霜 乳膏 台灣公司附發票 urs,唇膏;護手霜;護唇膏
46076,"『恩特萬』1~15kg安全包膠啞鈴,小孔包膠啞鈴片 槓片 啞鈴桿 啞鈴連接桿",啞鈴/槓鈴;槓片
50062,【sony 索尼】ps5 光碟版主機+《ps4 漫威蜘蛛人》+55型顯示器(km-55x9000h),液晶電視;電視遊戲機
50733,新品上市  全網最低價 韓國unleashia  鑽石眼影 潤唇膏 眼影棒 pony愛用 限量10名 折扣滿299折20,眼影筆;護唇膏
51452,profusion 眼影腮紅盤 - 珊瑚蜜桃,眼影盤;腮紅
51453,profusion 眼影腮紅盤 - 漾心櫻粉,眼影盤;腮紅
51454,profusion 35色眼影腮紅盤- 絲絨暮光,眼影盤;腮紅
51455,profusion 35色眼影腮紅盤 - 沙漠幻景,眼影盤;腮紅
51456,profusion 炫彩玩色珠寶盒眼影腮紅箱購,眼影盤;腮紅
51734,etude house 夜店公主長效眼線液 24h出貨 台灣現貨 【小麥購物】【s080】 眼線膠 眼線液,眼線液;眼線膠筆
51870,【kate 凱婷】眼線液筆 + 眼線膠筆經典組,眼線液筆;眼線膠筆
51871,【微紫嚴選】etude house 夜店公主長效眼線液 oh my eye 夜店公主 眼線 眼線液 眼線筆 眼線膠,眼線液筆;眼線膠筆;眼線筆
55680,愛之味 燕麥系列 200ml【小麥購物】24h出貨台灣現貨【a266】純濃燕麥 牛奶燕麥 燕麥 鋁箔包 麥片 飲品 飲料,麥片穀類;燕麥奶
62515,現貨!日本原裝dhc-綜合維他命b群60日-可加購-維他命c維生素b膠原蛋白薏仁精華維生素c修修素椰子油葉黃素蔓越莓鋅,葉黃素;維他命B+C
62516,日本製 dhc 維他命 b c e 綜合維他命 葉黃素 椰子油 薏仁精華 膠原蛋白 蜂皇漿 藤黃果 葉酸 礦物質 馬卡,葉黃素;維他命B+C
66849,haier海爾 迷你多功能電子鍋/電鍋/煮飯鍋 hks-100w (白) / hks-100c (可可),電子鍋;電鍋
70617,【bonnie house】尤加利精油5ml*4+森林淨氧隨身賞香儀,精油;香氛機
72234,【永信藥品】高單位葉黃素x2+健康優見b群x2瓶-週期購,維他命B;葉黃素
72235,《健康好朋友》 永信藥品 健康優見 升級版葉黃素軟膠囊30mg 金盞花萃取物/活力b群升級版 30粒入,維他命B;葉黃素
72240,【永信藥品】健康優見上班族必備組(b群x5瓶+高單位葉黃素x5瓶),維他命B;葉黃素
72241,aahp全健護 金盞花游離葉黃素膠囊 30粒/盒 全方位營養補給 維他命b群+c+山桑子+蝦紅素 現貨 蝦皮24h,維他命B;葉黃素;維他命B+C
72242,dhc維他命b群綜合維他命c維他命e葉黃素甲殼素亞鉛鋅薏仁膠原蛋白椰子油蔓越莓公鐵卵磷脂藍莓精華dha魚油葉酸鈣鎂修修素,維他命B;葉黃素;維他命B+C
72243,dhc保健食品系列 綜合維他命/維他命b群/維他命c/黃香草木/乳酸菌/薑黃/葉黃素/q10/薏仁精華【find新鮮貨】,維他命B;葉黃素;維他命B+C
72561,【亞毛小舖】現貨!電子發票!dhc維他命b 維他命c 葉酸 公鐵 濃縮薑黃 30日分,維他命C;維他命B;薑黃
72562,《當日出貨》 還我漂漂組 維生素c q10 茄紅素 維生素e 膠原蛋白 美國 swanson 原裝,維他命C;維他命E
72563,neocell妮兒 膠原c錠(+維他命c) / 250錠,維他命C;膠原蛋白
72564,【neocell妮兒】膠原c錠 250錠(台灣唯一總代理 美國第一大膠原蛋白 含維他命c),維他命C;膠原蛋白
72565,現貨附發票 韓國 lemona 膠原蛋白維他命c粉 60小包 圓罐,維他命C;膠原蛋白
72566,nutriplus 活沛多膠原蛋白+維他命c 50錠,維他命C;膠原蛋白
72567,【日本味王】蔓越莓口含錠升級版60粒x5盒(蔓越莓+膠原蛋白+維他命c),維他命C;膠原蛋白
72568,活沛多膠原蛋白維他命c 50錠,維他命C;膠原蛋白
73189,meilin 清透蜜粉+meilin 全方位三色遮瑕膏-網,蜜粉;遮瑕膏
73190,【rmk】江戶透光底妝優惠組(bb霜30g+蜜粉3g+手拿鏡),蜜粉;BB霜
74094,【kao 花王】暢銷洗髮精/潤髮乳(750ml),潤髮乳;洗髮精
74095,花王 洗髮精 潤髮乳 750ml (多款任選) 清新沁涼 順滑 溫和柔潤 蝦皮24h 現貨,潤髮乳;洗髮精
74096,【kao 花王】暢銷洗髮精/潤髮乳750mlx3入(款式任選),潤髮乳;洗髮精
74097,【kao 花王】無矽靈 植萃弱酸頭皮調理洗髮精/潤髮乳 750ml(共5款可選),潤髮乳;洗髮精
74099,【現貨】日本 熊野 沙龍級 胺基酸 修護型 洗髮乳 潤髮乳 護髮乳 護髮噴霧 250g / 1000ml 無矽靈 雷老闆,潤髮乳;洗髮精;護髮乳
74100,【la sana 潤紗娜】海藻海泥洗髮乳230ml*1入+海藻海泥潤髮乳170g*1入+海藻菁萃護髮露25ml*1入,潤髮乳;洗髮精;護髮乳
74101,[時時樂限定]施華蔻 胺基酸多效修護4件組(多效修護洗髮乳+多效修護潤髮乳+多效修護髮膜)贈金緻潤澤,潤髮乳;洗髮精
74104,多芬 深層修護洗髮乳【小麥購物】24h出貨台灣現貨【s211】洗髮乳 潤髮乳 護髮 潤髮 護髮乳 170ml dove,潤髮乳;洗髮精
74107,【schwarzkopf 施華蔻】gliss極致精油修護組(洗髮乳250mlx2+潤髮乳200mlx1+gliss極致滋潤修護髮油75ml x1),潤髮乳;洗髮精
74110,美國箭牌馬 潤絲精/護髮素(無矽靈120ml/4oz),潤髮乳;護髮乳
74111,代收代付 - tsaio 上山採藥 燕麥護色/金盞花養髮/山茶花護髮洗髮乳/潤髮乳 600ml【bg,潤髮乳;洗髮精
74112,【hair recipe】洗護3件組-生薑蘋果洗髮露+奇異果清爽+ 蜂蜜保濕洗髮露/護髮/潤髮精華素-水果養髮防斷修護,潤髮乳;洗髮精
74113,代收代付tsaio 上山採藥 燕麥護色/金盞花養髮/山茶花護髮洗髮乳/潤髮乳 600ml【bg shop】4款可選,潤髮乳;護髮乳
74114,【美國箭牌馬】潤絲精/護髮素(無矽靈-355ml),潤髮乳;護髮乳
74437,mihong 136蔬果b群 膠原蛋白(60顆/盒)x 多件優惠組,膠原蛋白;維他命B
74438,代收代付 - 【台灣現貨免運【附發票】日本dhc 膠原蛋白 60日/360粒 維他命 b群 c群 綜,膠原蛋白;維他命B+C
76523,國農草莓牛乳*6入,調味牛乳;保久乳
76524,國農巧克力牛乳*6入,調味牛乳;保久乳
76525,738664@國農巧克力調味牛乳240ml*6,調味牛乳;保久乳
76526,國農果汁牛乳*6入,調味牛乳;保久乳
76723,【微紫嚴選】the saem tip concealer 完美遮瑕液 遮瑕膏 遮瑕液 遮瑕筆 遮瑕,遮瑕液;遮瑕筆;遮瑕膏
76724,台灣現貨天天寄【枕邊玩物】韓汝空氣遮瑕官方液膏乳持久修容遮蓋斑點黑眼圈痘痘不脫妝 遮瑕 遮瑕膏  保濕 16-0237,遮瑕液;遮瑕膏
76725,[庶務客] luna 遮瑕膏 遮瑕液 黑眼圈 痘疤 雀斑遮瑕 遮瑕 luna遮瑕膏,遮瑕液;遮瑕膏
76726,the saem 完美遮瑕液 遮瑕膏 遮瑕6.5g 正品現貨,遮瑕液;遮瑕膏
76727,韓國 the saem 完美遮瑕膏 tip concealer 遮瑕液 6.5g 【dt store】【0014300】,遮瑕液;遮瑕膏
76728,【搬運工】 clio遮瑕膏 killcover遮瑕膏 新款超保濕遮瑕膏 現貨 遮瑕液 黑眼圈 雀斑 斑點 修容 遮瑕,遮瑕液;遮瑕膏
83017,kose 玻尿酸透潤美白系列 (化粧水 乳液 乳霜 美容液) 乳液 保濕 蝦皮24h,臉部乳液;面霜/乳霜
83019,【atopiclair愛妥麗】保濕敷料cream乳霜100ml×1 + lotion乳液120ml×1,臉部乳液;面霜/乳霜
83021,【美納里尼】愛妥麗保濕敷料 cream乳霜100ml+lotion乳液120ml(不含類固醇 舒緩受損皮膚),臉部乳液;面霜/乳霜
83022,現貨 契爾氏 冰河醣蛋白保濕霜 50ml 125ml 蛋白霜 kiehl's 乳霜 乳液 空氣感水乳霜 kiehl's,臉部乳液;面霜/乳霜
91531,dr.forhair頭皮豐盈洗髮乳300ml+頭皮護理豐盈髮膜200ml+贈豐盈洗髮乳10ml*10-網,護髮乳;洗髮精
91532,hair recipe奇異果清爽洗髮露+髮膜套組,護髮乳;洗髮精
91534,【vs 沙宣】洗護2入組-護色亮澤洗髮露+護色亮澤護髮精華素,護髮乳;洗髮精
91536,【hair recipe】限量禮盒-黑莓梨香洗髮露x1+生薑蘋果洗髮x1+生薑蘋果護髮/潤髮x1+蜂蜜護髮x1(聖誕禮物),護髮乳;洗髮精
91537,【pantene 潘婷】miracles奇蹟系列 煥活根源洗髮露500ml/護髮精華素500g(洗潤任選),護髮乳;洗髮精
91538,【hair recipe】洗護2+1組-營養洗髮露530mlx2+護髮精華素530mlx1(生薑蘋果/奇異果清爽/蜂蜜保濕 任選),護髮乳;洗髮精
91539,hair recipe 洗髮露530ml/護髮精華素530g小三美日】d586122,護髮乳;洗髮精
91540,【schwarzkopf 施華蔻】水感保濕玻尿酸系列 洗髮露/髮霜/髮膜 任選(附專用壓頭),護髮乳;洗髮精
91541,【hair recipe】限量禮盒-黑莓梨香洗髮露x1+生薑蘋果洗髮x1+生薑蘋果護髮/潤髮x1+蜂蜜護髮x1,護髮乳;洗髮精
91542,多芬 雙子星限定組洗髮乳680ml+一分鐘護髮精華180ml 深層修護/輕潤保濕 即期良品2021/2月到期,護髮乳;洗髮精
91543,代收代付 - 【dove 多芬】 蜂蜜柔亮洗髮乳+ 安瓶護髮油 (500ml+100ml),護髮乳;洗髮精
91544,hair recipe奇異果洗髮露+髮膜套組[530ml+180g],護髮乳;洗髮精
91546,【hair recipe】洗護1+1組-營養洗髮露530ml+護髮精華素530g(生薑蘋果/奇異果清爽/蜂蜜保濕 任選),護髮乳;洗髮精
91548,*loreal萊雅 絲漾博護色大容量2入組(洗髮乳1500ml+髮膜500ml)原絕色漾彩,護髮乳;洗髮精
91550,【pantene 潘婷】青春露防斷護色禮盒-柔亮護色洗髮露x1+護髮精華素/潤髮x1+記憶髮膜(聖誕禮物),護髮乳;洗髮精
91552,hairrecipe奇異果洗髮露530ml+髮膜180g,護髮乳;洗髮精
91553,hair recipe 生薑蘋果洗髮露530mlx2+蜂蜜高濃度營養修護髮膜180gx1,護髮乳;洗髮精
91554,hair recipe 洗護組(生薑蘋果洗髮露530mlx2+蜂蜜高濃度營養修護髮膜180mlx1),護髮乳;洗髮精
91555,hair recipe生薑蘋果防斷滋養洗髮露530毫升蜂蜜高濃度營養修護髮膜180克【康是美】,護髮乳;洗髮精
91559,【schwarzkopf 施華蔻】晶燦鎖色ph4.5系列 洗髮露/髮霜/髮膜 任選(附專用壓頭),護髮乳;洗髮精
91560,hair recipe 奇異果清爽營養洗髮露530ml+ 蜂蜜保濕營養洗髮露530ml+ 蜂蜜高濃度營養修護髮膜180g,護髮乳;洗髮精
91561,飛柔三合一護髮洗髮乳1000,護髮乳;洗髮精
91563,花王curel洗髮護髮組45ml+45ml,護髮乳;洗髮精
91677,vichy 薇姿 極效水感bb霜 40ml 妝前3件組 潤色隔離 官方旗艦店,BB霜;妝前乳/隔離霜
91678,kate 凱婷 零瑕肌密bb霜 持效飾底霜 (官方直營) 蝦皮24h 現貨,BB霜;妝前乳/隔離霜
91679,㊣100%保證㊣bb霜 隔離修容bb美顏霜 粉底液 遮瑕 修容,BB霜;粉底液
91680,[庶務客] pony effect 遮瑕氣墊粉餅 粉底 神防護 氣墊 bb霜 氣墊粉餅,BB霜;粉餅
91743,【kose 高絲】雪肌精透亮煥白cc霜30g+雪肌精淨透潔顏油n 33ml(正統公司貨),CC霜;卸妝油
91744,【dr.cink 達特聖克】女神絲絨柔焦組(cc霜+花蜜露+潔面露),CC霜;洗面乳
91746,freshel 膚蕊 美肌淨透bb霜 cc霜(官方直營) 蝦皮24h 現貨,CC霜;BB霜
