,name,brand,momo,shopee
26961,唯潔whimzees荷蘭天然潔牙骨牙刷型輕量裝21ozm狗零食潔牙骨,Other,None,0
26993,凱蒂娃娃顯色柔和10色眼影盤蜜桃甜,Other,None,0
27117,卡朵fj1負離子香氛保濕水氧機型號llfj001,Other,None,0
27127,年前優惠預購han妞韓國periperainkvelvet奶瓶唇釉霧面唇釉絲絨唇釉口紅nude,Other,None,0
27139,peachlife現貨天竺棉女孩床包組粉色系純棉床組床包被套枕套無印風格簡約素色兩用被套柔軟舒適床包,Other,None,0
27147,youfone廚房冰箱透明蔬果收納瀝水保鮮盒三件組,Other,None,0
27178,八味養生鋪光泉營養牛乳200ml巧克力牛乳低脂高鈣牛乳黑芝麻牛乳珍穀堅果牛乳高鈣牛乳蝦皮團購,Other,None,0
27310,乳之初鮮奶優格,Other,None,0
27338,現貨e發票瑞士製硬紙盒curaprox酷瑞絲牙刷公司貨牙刷界的愛馬仕cs5460兒童牙刷q寶寶,Other,None,0
27377,perixx德國佩銳無線人體工學垂直滑鼠perimice715ii現貨蝦皮直送,Other,None,0
27385,innisfreedinotaeng聯名款無油光天然薄荷礦物控油蜜粉dino升級款黑盒,Other,None,0
27388,伙拼市集高彈力萬用真心簡單彈性柔軟沙發套單人雙人三人沙發套沙發罩椅套全包巴芙洛,Other,None,0
27400,藥晴亮點眼液15ml盒,Other,None,0
27459,憶馨吶一口機能貓零食全系列貓咪肉丁貓咪點心貓鮮食貓點心貓咪食品貓零食貓奴必備台灣本產,Other,None,0
27536,韓貨王韓國sanga益生菌sanga益生菌sanga排便順暢30入加強新包裝調整體質,Other,None,0
27550,峰味萃晶球工藝香菸,Other,None,0
27554,coway櫥下型免電ro逆滲透淨水器p160l舊換新再送1000禮券含到府基本安裝一年保固現貨免運,Other,None,0
27596,yunmi復古靜音鍵盤滑鼠組圓鍵有線鍵盤懸浮式鍵盤炫光鍵盤,Other,None,0
27653,良泉桃級蔭油膏,Other,None,0
27674,cfly木奇家居英雄坐臥兩用紓壓椅現貨免運辦公椅電腦椅網椅按摩椅人體工學椅躺椅子升降椅旋轉椅高背椅會議椅書桌椅,Other,None,0
27678,opure臻淨日本進口除濕輪負離子清淨除濕機d2d1升級版日本式除溼輪,Other,None,0
27767,全省免運法國依雲evian天然礦泉水1000mlx12瓶公司貨正貨,Other,None,0
27800,毛寶補充包天然椰子油植物性洗衣精2kg包洗淨柔軟芳香一次完成,Other,None,0
27806,自然零蔓越莓優酪,Other,None,0
27822,凱蒂娃娃單色腮紅12草莓汽水6g,Other,None,0
27828,otcsato視朗點眼液15ml,Other,None,0
27920,s歐維氏大bar榛子45g,Other,None,0
27921,eeyans依妍熹賦活超導面膜5片保濕28ml片,Other,None,0
27946,flexnow關立固加強型加d軟膠囊200粒裸罐裝乳油木果萃取維生素d3會去除瓶身批號,Other,None,0
27983,barilla筆尖麵73號500g500g,Other,None,0
27989,台灣現貨健美創研植物精粹護手霜30g滋潤保濕防乾裂護手乳,Other,None,0
28007,11stbbia魅雅新款謬斯女神完美唇膏20色lastlipstick謬斯唇膏現貨速寄,Other,None,0
28038,熱門商品御方院養生原味滴雞精1包60ml包經濟包裝無外盒cp值最高挑戰市場最低價現貨,Other,None,0
28078,teamson美國動物造型l幼稚園兩用兒童露營睡袋河馬,Other,None,0
28094,andesbiomicron環狀光觸媒空氣清淨機淨化機bms611at,Other,None,0
28111,現貨美安健髮fixx健髮雙效洗髮乳公司貨現貨,Other,None,0
28112,愛康抗菌衛生棉量少型19cm9片,Other,None,0
28135,blackrouge三色修容打亮餅10ghelpbuykr商城旗艦館,Other,None,0
28208,三矢日本果物柚子蘇打,Other,None,0
28221,jpgo日本進口小林製藥sawaday室內擴香瓶居家香氛70ml,Other,None,0
28253,許慶良鮮乳瓶商品券5010瓶,Other,None,0
28310,噶瑪蘭ginamptonic琴通寧調酒320ml,Other,None,0
28315,威哥寵物用品健康時刻潔牙骨寵的食堂潔牙骨單支裝狗零食,Other,None,0
28316,團銷原018三十日衛生棉1入,Other,None,0
28324,代收代付奇奇文具五月花110抽抽取式衛生紙1箱72包,Other,None,0
28359,全aviercolormix電風扇,Other,None,0
28440,honkusb手持吸塵器hk6019車用吸塵器小型吸塵器,Other,None,0
28464,醫立明點眼液15ml盒,Other,None,0
28498,峰味萃晶球工藝香菸7毫克20支,Other,None,0
28550,korijxprofessional四色遮瑕盤三色遮瑕膏打亮pony推薦遮瑕jx湯奶霜遮瑕韓國,Other,None,0
28562,印尼加樂系列椰奶椰漿kara加樂椰漿新創兆百貨椰漿粉椰粉,Other,None,0
28593,台灣外銷nbr加厚10mm加長瑜珈墊長183寬61公分贈可背式收納繩束帶四色可選健身墊運動墊fitek健身網,Other,None,0
28633,健康高級矯正牙刷h91,Other,None,0
28665,萬倍富2館hojja賀家100純粹野味貓咪凍乾零食雞肉柳葉魚干貝,Other,None,0
28701,rita美妝lauramercier蘿拉蜜思保濕潤色美妝蜜1ml效期2023年12月10電子發票,Other,None,0
28710,美國goldenbrands大豆蠟gw444適用於容器蠟燭等製作,Other,None,0
28734,actuel四面扣長方形耐熱玻璃保鮮盒17x124x59cm630ml,Other,None,0
28740,歐娜西斯onacis原廠公司貨5g受損平衡洗髮精受損髮膜250ml500ml1000ml,Other,None,0
28789,東洋雞汁鹽味碗麵,Other,None,0
28801,herowatch24g兒童智慧手錶寶貝實聯制自己掃,Other,None,0
28805,wb全穀片特價309,Other,None,0
28826,smf骨瓷保溫杯握把款475ml雙色可選,Other,None,0
28852,法瑪仕e位性舒膚沐浴乳400ml,Other,None,0
28868,鴻運雙晶球薄荷香菸紫,Other,None,0
29009,日本onedaybrightener身體粉底液一般型粉120ml,Other,None,0
29012,ng盒損newtouch凄麵京都背脂酱油味青森魚乾博多濃厚豚骨千葉竹岡拉麵函館鹽味千千推薦泡麵,Other,None,0
29094,歐妮醬葉黃素潔牙骨250g,Other,None,0
29177,瑪德蓮烘焙法國cacaobarry100可可膏糰鈕扣型,Other,None,0
29178,naturallyjojo摩達客推薦素色精梳棉卡其床包組雙人加大662尺,Other,None,0
29232,koyo藝妓卸妝棉,Other,None,0
29358,bonbonnaturel北歐印染超彈力沙發套三人座多款花色可挑選,Other,None,0
29901,樂廚碳烤風味舒肥雞胸,Other,None,0
29917,護理師推薦mg癢癢手掰掰嫩白修護霜,Other,None,0
30144,ll塑品保鮮盒99,Other,None,0
30168,新款濃密上架搬運工mude纖長睫毛膏睫毛膏彩妝部落客推薦濃密睫毛膏mude防水睫毛膏聖誕禮物,Other,None,0
30330,speed快速出貨u型電動按摩枕震動按摩器肩頸按摩器頸部按摩器頸椎按摩器電動按摩器頸椎按摩按摩枕,Other,None,0
30487,atctpu組合充氣床墊75cm單人款a賣場多色可選車床tpu充氣床露營旅遊必備悠遊戶外,Other,None,0
30687,peipay現貨xixi透明浮雕九色眼影盤,Other,None,0
30773,覓me口袋迷你折疊風扇隨身手持風扇超長續航超強勁風適用於夏季旅行出遊出國辦公室usb充電電風扇,Other,None,0
30785,pocox3pro6gb128gb667吋八核心手機冰霜藍,Other,None,0
30832,岡山名山辣豆瓣醬,Other,None,0
30859,ehrmann水果優格野莓,Other,None,0
30877,銀立潔奈米銀絲ag除氯除菌浴室用淨水器yu317,Other,None,0
30930,victoria備長炭記憶床墊單人厚8cm362尺8公分,Other,None,0
31043,匯豐是拉差香甜辣椒醬17oz,Other,None,0
31261,9款膳魔師兒童吸管學習杯保溫杯250350mlfhi250fhv250fhv350fhifhv,Other,None,0
31335,韓媽clio完美塑眉自動眉筆兩色韓國眉筆排行榜冠軍no1,Other,None,0
31459,antec安鈦克signature1300w白金全模全日系可串接設計智慧溫控風扇10年保固電源原價屋,Other,None,0
31461,colourfancier砂礫指甲油漠金褐石12ml,Other,None,0
31728,蜜粉一般包裝上架han妞韓國periperateteum聯名款陽光腮紅眼線液筆蜜粉peripera腮紅,Other,None,0
31801,infinlin可卸彩色甲油膠046094蹦迪膠碎鑽膠星空膠金箔膠裸色膠甲油膠ruru的美甲私藏貨,Other,None,0
32213,新雲摩爾xs長支紅20支,Other,None,0
32327,日本肯特榛香7號,Other,None,0
32544,attblf法國百年蠟燭廠自然儀式系列香氛蠟燭180g,Other,None,0
32677,歐洲barwa大地修護髮膜120ml黑蕪菁,Other,None,0
32722,theragunprime智慧型衝擊式按摩槍代理商公司貨,Other,None,0
33083,jielien柔軟不破裂珪藻土地,Other,None,0
33107,免運有發票可刷卡10倍蝦幣箱購evian依雲礦泉水500ml24瓶愛維養依雲水進口礦泉水,Other,None,0
33130,granolahouse脆萃纖楓糖胡桃燕麥片300g包,Other,None,0
33185,chacha美國限時折扣mac絲柔粉霧唇釉5ml990998991989,Other,None,0
33596,台灣超商免運聖誕交換禮物爆富招財劫財貓過年佈置新年佈置麒麟臂春節裝飾麒麟臂劫財貓暴富招財貓貓招財,Other,None,0
33632,粉星巴克隨行風扇,Other,None,0
33650,frenchic繁星香頌香氛精油004英國橡樹與紅醋栗10ml,Other,None,0
33669,大好屋台灣現貨金色系花材春節新年花藝乾燥花永生花小蒲葵葉麥穗百萬星麒麟草八角花小米果富貴葉,Other,None,0
33671,鴻運雙晶球薄荷香菸紫x綠,Other,None,0
34101,comfort復古立體花磚珪藻土優雅藍603909cm,Other,None,0
34139,代收代付ibleairvidam1頸掛式負離子空氣清淨機經典編織45cm德瑞健康家,Other,None,0
34189,hukuku福可速淨擦鞋濕巾12抽小白鞋專用小三美日ds002463,Other,None,0
34283,theragunpro智慧型衝擊式按摩槍代理商公司貨,Other,None,0
34418,紐西蘭sistema微波蒸煮保鮮盒24l,Other,None,0
34730,新鴻運雙晶球薄荷香菸紫x綠英美,Other,None,0
35040,emco莓果脆穀片375g,Other,None,0
35108,736067海霸王甲天下蛋餃8入90g,Other,None,0
35321,solonekt專屬訂製鼻影暈染刷hf03,Other,None,0
35582,barbie2入兒童牙刷2入,Other,None,0
35739,ecmill葉片暖器,Other,None,0
35769,全省免運法國依雲evian礦泉水330mlx48瓶共2箱公司貨正貨愛維養飯店高爾夫球,Other,None,0
35877,熱銷主打買就送晶工牌105l溫熱全自動開飲機飲水機淨水機jd3688庫c1網,Other,None,0
35915,111102241b08廣寰c500電競機械鍵盤星際傳奇版usb,Other,None,0
35918,寶瀛康素康健配方3公斤3000g管灌奶粉4袋免運亞培桂格雀巢超取1包為限,Other,None,0
36102,一杯起冷萃綠茶氣泡雞尾酒330ml,Other,None,0
36299,新雲摩爾xs長支香菸紅,Other,None,0
36320,玻璃防霧濕巾玻璃油膜濕巾油膜清潔濕巾玻璃前擋風玻璃清洗劑去油污清洗汽車用品汽車濕巾黃小鴨生活百貨,Other,None,0
36627,金龍希少糖壽喜燒醬,Other,None,0
37117,699502雲摩爾xs香菸藍20ps10,Other,None,0
37400,ktnetsb1900soundbar電視家庭影音藍芽喇叭,Other,None,0
37633,合同酒造名地雞尾酒350ml沖繩鳳梨風,Other,None,0
37734,pikapika日本清酒晶瑩亮白精華50ml,Other,None,0
37819,韓國滿意度第一名drseed柔敏香氛洗髮精韓星girlsday朴素珍機智醫生柳演錫代言推薦多件優惠,Other,None,0
37849,10ml漸變滾裝瓶滾裝瓶彩色珠光滾裝瓶多特瑞doterra彩色珠光漸變精油滾珠瓶分裝瓶,Other,None,0
38014,下殺超優惠台灣現貨熱銷乾衣機小藍摺疊烘衣機110v便攜式乾衣機烘衣機迷你烘衣機小藍免安裝fb熱銷,Other,None,0
38019,oriks奢華珍珠賦活bb霜35ml效期20221023介意者請勿下單促銷品不退不換,Other,None,0
38039,背面加寬後背包專用男女連身雨衣一體式雨衣雨衣防風雨衣加長旅行者2代防水收納袋orgsd2030h,Other,None,0
38068,雲摩爾xs香菸1毫克,Other,None,0
38323,超特價歐覓正品第三代動力升級電動蒜泥機料理機usb充電食物調理機攪肉機碎肉機蒜泥器切菜器,Other,None,0
38419,七里香泰式檸檬舒肥雞胸肉90g,Other,None,0
38595,新品上市530750ml不鏽鋼吸管式保溫杯tyeso運動健身杯密封防漏倒放不漏環保水杯,Other,None,0
38913,現貨紐西蘭人氣香氛蠟燭雪松混調系blend極簡半圓thearomatherapyco居家香氛蠟燭,Other,None,0
39048,蘿莉塔娜氣泡水大玻璃1l,Other,None,0
39090,n012676864adidasmhfleecept女刷毛運動長褲gr3740l黑,Other,None,0
39091,usb充電三檔強力雪花迷你風扇電扇夏天必備小風扇現貨當天出貨刀鋒,Other,None,0
39108,arvohome有機舒眠被套4件組素色床包組美式工業風鬆緊床包雙人加大民宿飯店莫蘭迪色系裸睡,Other,None,0
39139,免運inoxjodo小鹿碰吉君口袋按摩槍筋膜槍,Other,None,0
39169,安心芙蓉沐浴露芙蓉艾草檀香三效合一500ml瓶,Other,None,0
39573,傅樂樂真心推薦韓國miraclecare奇蹟護理萃蘆薈精華液500ml,Other,None,0
39755,雲摩爾淡菸8毫克單,Other,None,0
39760,免運蝦皮代開發票好奇濕紙巾系列,Other,None,0
39950,slappleipadair109吋wifi64g灰myfm2taa,Other,None,0
40056,gl長型玻璃保鮮盒,Other,None,0
40082,現貨舒潔100抽科克蘭kirkland120抽五月花130抽衛生紙丹丹生活館,Other,None,0
40442,沒有牛燕麥奶膳食纖維配方,Other,None,0
40736,hashtag雙色玩美持色指甲油奶味漿果,Other,None,0
40832,欣小妞琉璃花生琉璃發生好事發生好事花生開花富貴開運擺件開運花生財源滾滾長壽多福招財開運吉祥物,Other,None,0
40849,3770008167087beauterra竹子清香沐浴油750ml,Other,None,0
41002,vap三折折疊藍牙鍵盤,Other,None,0
41144,yflife圓方air3plus奈米光觸媒負離子雙效空氣清淨機殺菌除塵蹣pm25分解甲醛實驗室證明,Other,None,0
41438,m86p01眼彩刷231,Other,None,0
41553,colourfancier指甲油爵士闇黑12ml,Other,None,0
41797,新雲摩爾xs香菸紅20支,Other,None,0
41899,金大器極厚5cm輕量化備長炭記憶棉床墊接受訂做3m吸濕排汗技術表布多規格學生宿舍外宿族單人雙人加大,Other,None,0
41933,嘉莉美妝紋繡美甲材料solone天生激纖長睫毛膏1入,Other,None,0
41939,白金珍璽隔離霜,Other,None,0
41950,源色香氛精油三件,Other,None,0
41981,1stplayer首席玩家dk50rgb有線中文金屬上蓋高特軸一年保固鍵盤原價屋,Other,None,0
41983,戀家小舖枕頭可水洗qq枕軟q有彈性防潑水表布車格設計台灣製熱銷推薦透氣枕頭床包枕芯,Other,None,0
41991,mocchiskin吸附型黑炭潔顏慕斯150ml瓶身受損瑕疵不影響內容物,Other,None,0
41999,skii即期品上質光晶透柔潤保養粉餅蕊95g330效期202207專櫃公司貨,Other,None,0
42013,樂益活潔牙棒,Other,None,0
42053,日本partyplazatokyo日系珪藻土地墊sgs認證60x40cm吸水加厚加大矽藻硅藻不含石綿,Other,None,0
42069,即期優惠現貨韓國孔劉代言kanu最新單一地區豆耶加雪菲蘇門答臘熱帶系列50入盒裝咖啡美式保溫瓶組,Other,None,0
42097,lifecode夜行星20版二房一廳超大48人帳篷夜晚會反光,Other,None,0
42123,小馬兒奇哥天然胺基酸洗衣精罐裝,Other,None,0
42212,家樂氏kelloggs陽光樂活大燕麥片800gx1包,Other,None,0
42218,n011797736英國waxlyrical居家系列no6烏木茉莉jasmineoudwood香氛蠟燭190g,Other,None,0
42226,台灣現貨caraz四摺地墊全新代購韓國公司貨免關稅,Other,None,0
42292,grabgreenstoneworks香氛洗衣球50球植物性深層清潔去污適he標準洗衣機彤彤小舖,Other,None,0
42327,barilla經典羅勒青醬190g190g,Other,None,0
42362,日本和膳肉泥條6款口味量販組14gx60入裝添加抹茶消臭炭烤柴魚片乳酸菌貓零食d002m11,Other,None,0
42380,7394376618239瑞典oatly巧克力燕麥奶1000ml到期日2022412,Other,None,0
42405,代收代付wifi256gappleipadmini683吋2021第六代平板電,Other,None,0
42412,canmake輕紗亮澤修容餅官方直營現貨蝦皮直送,Other,None,0
42416,arwin雅聞倍優現貨開發票lpa亮白藍銅保濕緊緻面膜玫瑰胜肽幼嫩金面膜亮白細勻淨7款可混搭,Other,None,0
42544,sng香醇新萃咖啡185ml,Other,None,0
42548,愛康抗菌衛生棉夜用型28cm7片,Other,None,0
42568,kanoodleskanoodles韓國玄米潔牙棒170g袋裝零食耐咬潔牙降低牙結石,Other,None,0
42573,高帽子柔光指甲油15ml,Other,None,0
42585,w店barkeeperfriend去污粉,Other,None,0
42606,氧顏森活保濕調理深層卸妝棉12抽,Other,None,0
42622,日本花王kao兒童牙膏70g三,Other,None,0
42639,天天益生菌3入愛舒視10入體驗組,Other,None,0
42659,即期品買1送1dejavu就是不暈柔霜眼膠筆純亮棕效期2022630,Other,None,0
42694,日本canmake花漾戀愛修容組花瓣腮紅霧面啞光南瓜珠光腮紅亞貿購物趣電子發票,Other,None,0
42705,純棉天然不刺激柔軟上市露營中毒本鋪北緯23度3d床墊專用雙人床包逗點可用北緯床套透點床套床包床套,Other,None,0
42765,zott德國水果優格150g,Other,None,0
42783,789917日本premium福島白桃沙瓦35,Other,None,0
42827,少年狼啤酒,Other,None,0
42954,小日常寢居超暖柔抗寒法蘭絨床包單人雙人加大兩用被套毯組鋪棉暖暖被多款任選全台獨家花色,Other,None,0
42996,瑪德蓮烘焙法國cacaobarry72委內瑞拉苦甜調溫巧克力鈕扣型,Other,None,0
43013,自然美瑞昇超細緻胺基酸淨潤潔面乳單入ob員購,Other,None,0
43076,懶惰姐減醣美食研究社台灣味榮無添加無加糖醬職人醬油蔭油減鹽醬油膏蔭油露純釀造蔭油膏非基改,Other,None,0
43142,bartolini動物造型五色義大,Other,None,0
43152,歐洲barwa綠橄欖滋養柔膚美肌皂100g,Other,None,0
43175,歐妮醬三藻合一潔牙骨250g,Other,None,0
43200,德國wmf快力鍋快閃回饋秒殺組,Other,None,0
43223,代收代付agape亞加貝綠翊盎然mit舒柔棉雙人5尺三件式薄床包組5b,Other,None,0
43230,代收代付piyo黃色小鴨乳牙用幼童用牙刷1入新高橋藥局2款可選,Other,None,0
43242,t518鴻運香菸lucky雙晶球薄荷香菸紫綠7毫克條,Other,None,0
43254,微軟1850無線行動滑鼠全系列共七色現貨不要再問了非靜音滑鼠確認後再下單,Other,None,0
43284,韓國unleashia顏礫星涯輕擁絨霧唇釉45g梨花跑跑妞,Other,None,0
43298,日本partyplazatokyo日系珪藻土地墊sgs認證60x40cm5色任選吸水加厚加大矽藻硅藻不含石綿,Other,None,0
43354,康水工坊真空彈蓋骨瓷保溫杯2入組亞麻粉極光藍溫暖特組傳承千年工藝高密度骨瓷無毒健康網,Other,None,0
43454,日本mosh溫控電水壺mek1br棕電水壺,Other,None,0
43473,bargogo不鏽鋼網杓大,Other,None,0
43536,casestudiapplewatch745mmprismart錶殼,Other,None,0
43578,現貨泰國公雞醬130g甜雞醬塑膠瓶,Other,None,0
43595,代收代付韓國median93強效淨白去垢牙膏120g升級版四款可選多重護理牙膏,Other,None,0
43613,debalets小巴黎香水淨化平衡洗髮精法式優雅450ml,Other,None,0
43661,健人館ec冰藍blink高水分隱形眼鏡潤濕液10ml,Other,None,0
43664,14001354918比利時alpro原味椰奶1l全素到期日2022314,Other,None,0
43671,旺旺生活danlo好棒棒狗零食犬零食寵物零食寵物肉條狗狗點心狗快餐狗肉條狗狗肉條牛肉條台灣產,Other,None,0
43780,w小妖精金色愛爾啤酒,Other,None,0
43790,svr法國詩芙雅芙適敏滋潤乳液清爽型400ml瓶,Other,None,0
43825,n011534889美國homedics家醫震動式冷熱敷多功能按摩機srhhp255h,Other,None,0
43842,mammut長毛象ayakoprohshoodedjacketafgtx防水連帽外套日落紅女款101027560網路限定款,Other,None,0
43858,speed升級12頭按摩枕多功能按摩枕多功能按摩器車用按摩枕家用按摩枕肩頸按摩枕肩頸按摩器,Other,None,0
43922,赫緻狗罐火雞肉佐嫩筋南瓜80g,Other,None,0
43954,自然美瑞昇樂呼吸複方精油01雙瓶組自營員購ob,Other,None,0
44047,鼓風機吹塵器牧田款車用吸塵器吹灰除塵器森森機具一年保固鋰電吹風機大功率工業車載吹吸兩用,Other,None,0
44057,好厝邊麵包超人牙刷0315歲孩童專用幼童牙刷幼兒牙刷顏色隨機出貨,Other,None,0
44168,日本肯特ss風味晶球涼菸5號,Other,None,0
44217,median93強效淨白牙膏韓國牙膏牙膏防護抗菌口臭淨白牙膏牙周護理p1033,Other,None,0
44229,德國arfum紡優美頂級16週芳香3效合1洗衣凝膠球42顆罐裝清新海洋深藍色洗衣膠囊有香香豆效果,Other,None,0
44248,區禾乃川無糖純濃黃豆漿小,Other,None,0
44262,greenpharmacy天然玫瑰花薑緊緻活膚保濕乳,Other,None,0
44365,台灣現貨天天寄枕邊玩物gellas單頭眼線筆臥蠶筆眼影棒啞光珠光粗頭圓筆臥蠶筆wcb16160676,Other,None,0
44374,亞培特特級乾狗糧雞肉口味35kg包35kg包,Other,None,0
44428,abba白藥保濕蘆薈糖蜜豐厚洗髮精946ml任選網,Other,None,0
44452,花王attackbio高活性酵素洗衣粉24g單包阿志小舖,Other,None,0
44455,荷那法蕊萊法耶蒔蘿均衡髮浴綠翠雅洗髮精200ml500mlnaturia巴黎丁,Other,None,0
44598,優個兒lgg益生菌優酪乳草莓950ml950ml,Other,None,0
44681,新雲摩爾xs紅,Other,None,0
44855,t518鴻運香菸lucky雙晶球薄荷香菸紫綠7毫克包,Other,None,0
44924,徐若瑄代言選品生活屋碧歐斯洗面乳共7款煥白金萃玫瑰全效胺基酸洗面乳保濕洗面乳控油洗面乳深層清潔,Other,None,0
44980,限時特惠cindora馨朵拉寶貝柔嫩潤唇膏嬰幼兒專用天然來源7大植物油潤澤嘴唇,Other,None,0
44990,lepichet髮職人蘋果六胜防斷修護洗髮精500ml,Other,None,0
44999,colourfancier鏡面光感指甲油落櫻心瓣12mlch01,Other,None,0
45043,家順適成人紙尿褲超值經濟型l號15片x6包箱整箱共90片箱購成褲可搭配成人紙尿片,Other,None,0
45136,韓國oura馬油精華修復潤唇膏33g效期20221126,Other,None,0
45184,員林鳳營鮮乳,Other,None,0
45294,庶務客innisfree根根分明睫毛膏睫毛膏全系列定型防水捲翹纖長,Other,None,0
45325,韓國somebymi奇蹟去黑頭泡泡洗面乳120g小三美日somebymi洗面乳d390244,Other,None,0
45333,小樹義大利擴香瓶水果森林45ml,Other,None,0
45360,canmake激細滑順眼線膠筆官方直營現貨蝦皮直送,Other,None,0
45399,dtaudio智能手錶s50運動手錶健康手錶line提示睡眠監測心率血壓血氧監測運動追蹤觸控屏智能穿戴,Other,None,0
45419,hodrmen男研堂高效戰痘控油包林敬倫代言胺基酸多功能洗面乳100mlcsa鬥痘精華30ml深層清潔控油,Other,None,0
45422,威哥寵物danlo板燒狗零食丹露狗零食狗狗專用寵物肉乾狗狗零食犬用點心狗零食狗狗肉乾寵物零食,Other,None,0
45472,darphin朵法虎虎生風奢華潔膚招財貓組花梨木按摩潔面膏40mlx2甘菊芳香精露15ml,Other,None,0
45532,hodrmen男研堂奇肌永春組胺基酸洗面乳100ml保濕永春泉60ml肌能乳50ml清潔補水延緩肌膚老化,Other,None,0
45547,ll塑品保鮮盒249,Other,None,0
45566,領券再折88nacnac新牛奶燕麥洗髮乳400ml悅兒園婦幼生活館單筆滿2000送200點,Other,None,0
45665,健康達人超低價雪肌萃雪肌粹淨白洗面乳80g120g台灣711公司貨,Other,None,0
45666,王子麵包超人褲型尿布拉拉褲原廠正貨新包裝mxxl3包箱箱購2箱贈20片現貨廠商直送,Other,None,0
45669,元氣家族金罐貓罐系列80g單罐提升適口性滿足貓咪水份攝取貓罐頭wang,Other,None,0
45732,cosco代購w2160440tide汰漬oxi亮白護色洗衣精443公升两組入,Other,None,0
45733,actuel密封保鮮盒長型83l長290x寬180x高213mm,Other,None,0
45796,peachlife現貨日式天竺棉杏色床包組奶茶色床包被套枕套親膚超柔軟天竺棉單人三件組雙人四件組加大,Other,None,0
45914,nasashopadidastirotracksuit三線套裝男bk4087女bk4695,Other,None,0
45972,台灣現貨天天寄枕邊玩物gellas點亮雙頭兩用臥蠶筆自然放大雙眼珠光高光眼影提亮眼妝wcb05160339,Other,None,0
46040,韓國innisfree妝自然眉筆03g韓秀姬,Other,None,0
46056,skii即期品rna超肌能緊緻彈力精萃75ml公司貨有效期202209,Other,None,0
46080,camplife美麗人生充氣床墊l號睡墊星辰藍,Other,None,0
46107,kooke酷客炫卡爐火力加強版28kws1卡式爐登山露營瓦斯爐,Other,None,0
46118,韓國cj韓式辣椒醬500g,Other,None,0
46240,髮職人植萃英國梨小蒼蘭香氛沐浴膠750ml,Other,None,0
46259,毛寶全效光鮮洗衣精3500gx4入箱愛買,Other,None,0
46285,macminiapplem1chipwith8corecpuand8coregpu256gbssdmgnr3taa,Other,None,0
46423,雲摩爾xs香菸長支藍6毫克,Other,None,0
46429,amigo智慧型40l自動料理氣炸鍋se820,Other,None,0
46495,solone指甲油多色可選蝦皮直送現貨,Other,None,0
46508,a1barley冰,Other,None,0
46510,4013718022512herbacin德國小甘菊臉部肌膚潔顏慕斯100g,Other,None,0
46515,極淨適茶樹精油抗菌柔嫩護手霜清新綠茶抗菌護手霜我的心機,Other,None,0
46550,0760129涵沛高係數抗uv防曬棒spf5020g2支,Other,None,0
46562,健生舒孕葉酸250顆,Other,None,0
46587,7888cl3棉外套極度乾燥霧面拉鍊素色梭織布縮口連帽男版棉質外套superdry,Other,None,0
46623,colourfancier鏡面光感指甲油西柚磚紅12mlch09,Other,None,0
46652,購物節下殺植村秀極保濕輕感防護乳1ml體驗片春秋閣國際美妝透色粉色膚色紫色,Other,None,0
46715,愛康超透氣衛生棉夜用加長型33cm6片深藍,Other,None,0
46721,小倩小舖舒澡沐浴乳750ml,Other,None,0
46746,bronson博爾生高單位維他命c玫塊果緩釋型100顆瓶,Other,None,0
46779,huggies好奇迪士尼限定超厚倍柔濕巾純淨無香64抽x3包串,Other,None,0
46813,免運美國雞湯貓飼料綜合賣場經典系列低敏心靈雞湯無穀天然糧wdj推薦chickensoup,Other,None,0
46881,eglips極細粉裸妝肌粉餅9g美妝部落客達人pony推薦熱銷款回購率超高4色,Other,None,0
46905,香檸蜜柚冷萃咖啡20220210mcoshksi,Other,None,0
46929,e沃野速效潔牙骨蝦紅素雞肉長,Other,None,0
46998,現貨免運pampers幫寶適增量一級幫尿布日本境內版,Other,None,0
47013,香水花園香水沐浴乳英國梨小蒼蘭藍風鈴粉紅甜心1000ml香氛台灣dtstore0518115,Other,None,0
47033,現貨預購diordiorskinnudeluminizer打亮餅輕透光燦蜜粉餅pinkglow,Other,None,0
47073,marvis薄荷牙膏85ml甘草黑色亮白銀色茉莉紫色海洋薄荷經典薄荷日本必買日本樂天熱銷top日本樂天熱銷,Other,None,0
47088,campingbarridgemonkey方形煮水壺11公升,Other,None,0
47135,雲摩爾xs香菸銀,Other,None,0
47153,ikuk保溫杯兩入組,Other,None,0
47186,整b0210雪碧4件75元,Other,None,0
47193,匯豐是拉差香甜辣椒醬481g,Other,None,0
47207,catkin卡婷松間渡9色眼影盤c03秋月,Other,None,0
47221,lepichet清新水漾鼠尾海鹽洗髮精500ml,Other,None,0
47226,colourfancier指甲油象牙棕灰12ml,Other,None,0
47227,愛心認購幫寶適清新幫拉拉褲1包捐贈至德蘭啟智中心蝦皮公益購買者本人不會收到商品0208,Other,None,0
47294,missbakingcacaobarry可可巴芮小脆片可可巴瑞25kg原裝,Other,None,0
47333,mammut長毛象qdlogoprintlongsleevetshirtafmen快乾logo長袖t恤黑色prt3男款101601030,Other,None,0
47351,566香水能量洗髮露12件組510gx1髮膜180gx2幸運加氛白麝香巴黎小香風耐斯,Other,None,0
47353,pureburg適用正負零00xjcy010xjca020xjcb021xjfy010無線吸塵器副廠集塵濾網心耗材,Other,None,0
