,product
9026,護髮乳
9027,眼影盤
9028,雞精
9029,洗衣精
9030,眼線液筆
9031,沐浴乳
9032,鍋具
9033,遮瑕膏
9034,鮮乳
9035,烘衣機/乾衣機
9036,洗面乳
9037,棉條
9038,粉餅
9039,即飲無糖茶
9040,掃地機
9041,人工淚液
9042,洗髮精
9043,啤酒
9044,啤酒
9045,優格
9046,化妝水
9047,兒童漱口水
9048,鍋具
9049,保險套
9050,防曬
9051,化妝水
9052,洗衣精
9053,洗面乳
9054,成人牙刷
9055,速食麵/泡麵
9056,速食麵/泡麵
9057,即飲無糖茶
9058,啤酒
9059,滑鼠
9060,燕麥奶
9061,精華液
9062,香氛機
9063,洗面乳
9064,保久乳
9065,鍋具
9066,擴香瓶
9067,碳酸飲料
9068,洗髮精
9069,鍋具
9070,遮瑕筆
9071,唇膏
9072,化妝水
9073,成人牙膏
9074,成人牙刷
9075,即飲紅茶
9076,成人牙刷
9077,遮瑕膏
9078,棉條
9079,燕麥奶
9080,貓乾糧罐頭
9081,掃地機
9082,面霜/乳霜
9083,醬油類
9084,貓乾糧罐頭
9085,成人牙膏
9086,維他命C
9087,運動鞋
9088,烤箱
9089,眼唇卸妝
9090,洗衣精
9091,礦泉水
9092,洗衣機
9093,洗髮精
9094,啤酒
9095,面膜
9096,濾掛/耳掛咖啡
9097,香氛蠟燭
9098,貓乾糧罐頭
9099,面霜/乳霜
9100,保險套
9101,洗面乳
9102,運動鞋
9103,精華液
9104,吸塵器
9105,電暖器
9106,瓦斯爐(攜帶式)
9107,狗零食
9108,洗髮精
9109,洗面乳
9110,唇膏
9111,即飲綠茶
9112,保久乳
9113,滑鼠
9114,鍋具
9115,烤箱
9116,滑鼠
9117,妝前乳/隔離霜
9118,洗髮精
9119,狗乾糧罐頭
9120,成人牙膏
9121,眼部精華
9122,淨水器/濾水器
9123,電風扇
9124,湯圓
9125,護髮乳
9126,電子鍋
9127,電熱水瓶
9128,成人牙膏
9129,衛生棉
9130,洗髮精
9131,常溫醬包
9132,快煮麵/乾拌麵
9133,速食麵/泡麵
9134,菸
9135,烤箱
9136,洗碗機
9137,吹風機
9138,洗面乳
9139,卸妝乳
9140,洗髮精
9141,洗髮精
9142,洗衣精
9143,運動鞋
9144,啤酒
9145,洗髮精
9146,護唇膏
9147,腮紅
9148,洗髮精
9149,快煮麵/乾拌麵
9150,洗面乳
9151,洗髮精
9152,菸
9153,面膜
9154,臉部乳液
9155,運動鞋
9156,速食麵/泡麵
9157,妝前乳/隔離霜
9158,護髮乳
9159,身體乳液
9160,葉黃素
9161,濾掛/耳掛咖啡
9162,烤箱
9163,微波爐
9164,滑鼠
9165,奶瓶
9166,即飲奶茶
9167,護髮乳
9168,沐浴乳
9169,運動鞋
9170,液晶電視
9171,運動/機能服
9172,眼霜
9173,快煮麵/乾拌麵
9174,洗髮精
9175,啤酒
9176,貓乾糧罐頭
9177,護髮乳
9178,礦泉水
9179,面膜
9180,椰奶
9181,濾掛/耳掛咖啡
9182,兒童牙膏
9183,化妝水
9184,防曬
9185,豆奶/豆乳
9186,護手霜
9187,運動/機能服
9188,眼線筆
9189,面膜
9190,面膜
9191,成人牙膏
9192,衛生紙
9193,運動/機能服
9194,鍋具
9195,筆記型電腦
9196,運動/機能服
9197,即溶咖啡
9198,常溫醬包
9199,睫毛膏
9200,液晶電視
9201,化妝水
9202,運動/機能服
9203,沐浴乳
9204,成長幼兒奶粉
9205,洗面乳
9206,精油
9207,吹風機
9208,狗乾糧罐頭
9209,洗面乳
9210,貓乾糧罐頭
9211,蜜粉
9212,啤酒
9213,鍋具
9214,貓乾糧罐頭
9215,眉膠筆
9216,護髮乳
9217,啤酒
9218,沐浴乳
9219,洗髮精
9220,豆漿/黑豆漿
9221,洗衣皂
9222,卸妝水
9223,除濕機
9224,速食麵/泡麵
9225,鍵盤
9226,成人牙刷
9227,眼影盤
9228,成人牙刷
9229,速食麵/泡麵
9230,貓乾糧罐頭
9231,面霜/乳霜
9232,兒童牙刷
9233,運動鞋
9234,眼霜
9235,電風扇
9236,咖啡豆
9237,膠原蛋白
9238,運動鞋
9239,成人牙膏
9240,粉餅
9241,護唇膏
9242,鍋具
9243,即飲咖啡
9244,除濕機
9245,化妝水
9246,濕紙巾
9247,濕紙巾
9248,遮瑕膏
9249,速食麵/泡麵
9250,常溫醬包
9251,沐浴乳
9252,運動/機能服
9253,即飲咖啡
9254,護髮乳
9255,粉底液
9256,即溶咖啡
9257,化妝水
9258,即溶咖啡
9259,快煮麵/乾拌麵
9260,防曬
9261,豆漿/黑豆漿
9262,洗衣精
9263,啤酒
9264,狗乾糧罐頭
9265,狗乾糧罐頭
9266,成人奶粉
9267,卸妝水
9268,啤酒
9269,除濕機
9270,甲片/甲貼
9271,成人牙膏
9272,速食麵/泡麵
9273,維他命B
9274,鮮乳
9275,面膜
9276,潤髮乳
9277,眉筆
9278,啤酒
9279,貓乾糧罐頭
9280,液晶電視
9281,唇釉
9282,洗衣精
9283,兒童牙膏
9284,洗面乳
9285,洗髮精
9286,滑鼠
9287,葉黃素
9288,鍵盤
9289,洗髮精
9290,速食麵/泡麵
9291,運動鞋
9292,即飲綠茶
9293,洗髮精
9294,快煮麵/乾拌麵
9295,指甲油
9296,洗面乳
9297,香氛蠟燭
9298,洗面乳
9299,啤酒
9300,氣泡水
9301,運動/機能服
9302,濕紙巾
9303,兒童牙刷
9304,洗髮精
9305,貓零食
9306,粉底液
9307,洗髮精
9308,即溶咖啡
9309,啤酒
9310,即飲無糖茶
9311,精華液
9312,眉筆
9313,粉餅
9314,液晶電視
9315,唇釉
9316,護髮乳
9317,啤酒
9318,雞精
9319,啤酒
9320,運動/機能服
9321,氣炸鍋
9322,洗面乳
9323,成人紙尿褲
9324,貓乾糧罐頭
9325,滑鼠
9326,掃地機
9327,睫毛膏
9328,身體乳液
9329,豆漿/黑豆漿
9330,沐浴乳
9331,眼影盤
9332,運動/機能服
9333,洗面乳
9334,潤髮乳
9335,常溫醬包
9336,維他命B
9337,護唇膏
9338,身體乳液
9339,護手霜
9340,唇膏
9341,廚房紙巾
9342,指甲油
9343,洗衣球
9344,運動/機能服
9345,洗衣精
9346,潤髮乳
9347,面膜
9348,運動/機能服
9349,啤酒
9350,粉底液
9351,調味牛乳
9352,面霜/乳霜
9353,運動/機能服
9354,鍵盤
9355,洗衣機
9356,電鍋
9357,運動/機能服
9358,狗乾糧罐頭
9359,運動鞋
9360,速食麵/泡麵
9361,維他命C
9362,RTD調酒
9363,即飲咖啡
9364,吹風機
9365,柔軟精
9366,機能牛乳
9367,臉部乳液
9368,唇膏
9369,衛生棉
9370,碳酸飲料
9371,護髮乳
9372,眼線液
9373,速食麵/泡麵
9374,冰箱
9375,筆記型電腦
9376,即飲綠茶
9377,鍵盤
9378,碳酸飲料
9379,菸
9380,洗髮精
9381,貓乾糧罐頭
9382,鍋具
9383,防曬
9384,洗髮精
9385,衛生棉
9386,洗髮精
9387,維他命C
9388,洗衣精
9389,洗髮精
9390,甲片/甲貼
9391,平板電腦
9392,狗乾糧罐頭
9393,兒童牙刷
9394,珪藻土地墊
9395,洗衣精
9396,洗髮精
9397,菸
9398,洗面乳
9399,濕紙巾
9400,RTD調酒
9401,洗面乳
9402,洗髮精
9403,速食麵/泡麵
9404,鍋具
9405,防曬
9406,即飲無糖茶
9407,潤髮乳
9408,洗面乳
9409,擴香瓶
9410,礦泉水
9411,洗髮精
9412,護髮乳
9413,粉底液
9414,速食麵/泡麵
9415,眉粉
9416,卸妝乳
9417,護手霜
9418,沐浴乳
9419,液晶電視
9420,眼線膠筆
9421,洗面乳
9422,滑鼠
9423,羊乳
9424,柔軟精
9425,平板電腦
9426,洗髮精
9427,鮮乳
9428,腮紅
9429,精油
9430,貓零食
9431,電暖器
9432,成人牙膏
9433,粉餅
9434,運動/機能服
9435,粉底液
9436,眉筆
9437,棉條
9438,精華液
9439,護手霜
9440,衛生紙
9441,保溫杯
9442,睫毛膏
9443,精華液
9444,成人牙刷
9445,葉黃素
9446,液晶電視
9447,電暖器
9448,即飲紅茶
9449,狗乾糧罐頭
9450,滴雞精
9451,眼霜
9452,洗髮精
9453,醬油類
9454,火鍋料
9455,貓零食
9456,洗衣精
9457,臉部乳液
9458,即溶咖啡
9459,貓乾糧罐頭
9460,眉筆
9461,成人牙膏
9462,面膜
9463,成人牙膏
9464,衛生紙
9465,即飲無糖茶
9466,常溫醬包
9467,唇膏
9468,指甲油
9469,貓乾糧罐頭
9470,洗面乳
9471,眼影盤
9472,碳酸飲料
9473,礦泉水
9474,火鍋料
9475,洗面乳
9476,貓乾糧罐頭
9477,洗髮精
9478,常溫醬包
9479,濕紙巾
9480,保溫杯
9481,啤酒
9482,洗髮精
9483,菸
9484,衛生棉
9485,妝前乳/隔離霜
9486,成人牙膏
9487,護唇膏
9488,即飲紅茶
9489,貓乾糧罐頭
9490,運動鞋
9491,運動鞋
9492,益生菌
9493,洗髮精
9494,運動鞋
9495,防曬
9496,狗乾糧罐頭
9497,冰箱
9498,維他命D
9499,電暖器
9500,面霜/乳霜
9501,化妝水
9502,蜜粉
9503,速食麵/泡麵
9504,吸塵器
9505,眼線液筆
9506,礦泉水
9507,雞精
9508,眼線液筆
9509,電鍋
9510,護髮乳
9511,貓乾糧罐頭
9512,妝前乳/隔離霜
9513,防曬
9514,狗乾糧罐頭
9515,即飲紅茶
9516,眼影盤
9517,衛生紙
9518,洗碗機
9519,沐浴乳
9520,速食麵/泡麵
9521,衛生紙
9522,洗髮精
9523,化妝水
9524,潤髮乳
9525,精油
9526,安全汽座
9527,潤髮乳
9528,洗面乳
9529,狗乾糧罐頭
9530,即飲奶茶
9531,沐浴乳
9532,啤酒
9533,護髮乳
9534,啤酒
9535,面膜
9536,吸塵器
9537,礦泉水
9538,即飲紅茶
9539,除濕機
9540,臉部乳液
9541,冰箱
9542,沐浴乳
9543,液晶電視
9544,護髮乳
9545,卸妝棉
9546,成人牙刷
9547,洗衣精
9548,洗髮精
9549,成人牙刷
9550,運動鞋
9551,濕紙巾
9552,速食麵/泡麵
9553,眉筆
9554,洗髮精
9555,眼線液
9556,醬油類
9557,奶瓶
9558,調味豆漿
9559,即飲綠茶
9560,卸妝棉
9561,優酪乳
9562,面霜/乳霜
9563,運動鞋
9564,成人牙刷
9565,瓦斯爐(廚房用)
9566,葉黃素
9567,粉餅
9568,益生菌
9569,速食麵/泡麵
9570,狗零食
9571,面膜
9572,臉部乳液
9573,面膜
9574,豆漿/黑豆漿
9575,擴香瓶
9576,廚房紙巾
9577,洗髮精
9578,保險套
9579,護髮乳
9580,臉部乳液
9581,麥片穀類
9582,洗面乳
9583,氣泡水
9584,面霜/乳霜
9585,豆奶/豆乳
9586,腮紅
9587,狗零食
9588,衛生紙
9589,洗面乳
9590,運動鞋
9591,洗髮精
9592,收納櫃
9593,貓乾糧罐頭
9594,洗髮精
9595,速食麵/泡麵
9596,RTD調酒
9597,成人牙膏
9598,洗衣精
9599,電暖器
9600,濕紙巾
9601,電暖器
9602,保險套
9603,眼影筆
9604,濕紙巾
9605,醬油類
9606,護手霜
9607,智慧型手機
9608,電鍋
9609,即溶咖啡
9610,即飲無糖茶
9611,維他命飲料
9612,常溫醬包
9613,護唇膏
9614,沐浴乳
9615,成人紙尿褲
9616,護髮乳
9617,身體乳液
9618,貓乾糧罐頭
9619,火鍋料
9620,運動/機能服
9621,洗髮精
9622,洗衣精
9623,沐浴乳
9624,洗面乳
9625,洗衣精
9626,礦泉水
9627,精華液
9628,眉筆
9629,RTD調酒
9630,礦泉水
9631,智慧型手機
9632,洗衣球
9633,即溶咖啡
9634,鍋具
9635,運動/機能服
9636,保溫杯
9637,洗衣精
9638,前導精華
9639,護髮乳
9640,即飲綠茶
9641,維他命D
9642,成人牙刷
9643,掃地機
9644,唇膏
9645,膠原蛋白
9646,鍋具
9647,運動鞋
9648,成人牙刷
9649,狗乾糧罐頭
9650,臉部乳液
9651,礦泉水
9652,洗面乳
9653,速食麵/泡麵
9654,唇膏
9655,沐浴乳
9656,洗衣精
9657,洗髮精
9658,洗衣球
9659,狗乾糧罐頭
9660,洗衣精
9661,唇膏
9662,眉筆
9663,中式香腸
9664,衛生紙
9665,面霜/乳霜
9666,精油
9667,速食麵/泡麵
9668,即溶咖啡
9669,碳酸飲料
9670,啤酒
9671,維他命B
9672,即飲紅茶
9673,速食麵/泡麵
9674,常溫醬包
9675,維他命飲料
9676,眼影盤
9677,護髮乳
9678,成人牙刷
9679,電風扇
9680,成人牙膏
9681,排油煙機
9682,眼霜
9683,鍵盤
9684,面霜/乳霜
9685,精華液
9686,運動/機能服
9687,氣泡水
9688,面膜
9689,濕紙巾
9690,葉黃素
9691,洗面乳
9692,成人紙尿褲
9693,護髮乳
9694,電暖器
9695,保險套
9696,碳酸飲料
9697,護髮乳
9698,成人牙膏
9699,即飲奶茶
9700,啤酒
9701,貓乾糧罐頭
9702,豆漿/黑豆漿
9703,咖啡豆
9704,成人牙膏
9705,洗衣精
9706,保溫杯
9707,唇膏
9708,貓乾糧罐頭
9709,維他命B
9710,維他命C
9711,醬油類
9712,吸塵器
9713,維他命B
9714,濕紙巾
9715,麥片穀類
9716,菸
9717,面膜
9718,護唇膏
9719,優格
9720,平板電腦
9721,潤髮乳
9722,洗髮精
9723,調味豆漿
9724,電暖器
9725,微波爐
9726,麥片穀類
9727,速食麵/泡麵
9728,啤酒
9729,調理機
9730,洗髮精
9731,潤髮乳
9732,麥片穀類
9733,運動鞋
9734,運動鞋
9735,護髮乳
9736,優格
9737,眼影刷/棒
9738,洗髮精(嬰幼童/孕婦)
9739,成人牙刷
9740,運動/機能服
9741,貓乾糧罐頭
9742,粉餅
9743,眼線膠筆
9744,面膜
9745,冰箱
9746,常溫醬包
9747,洗面乳
9748,唇釉
9749,濕紙巾
9750,碳酸飲料
9751,狗乾糧罐頭
9752,濕紙巾
9753,洗髮精
9754,化妝水
9755,護髮乳
9756,收納櫃
9757,電風扇
9758,即溶咖啡
9759,桌上電腦
9760,護髮乳
9761,護髮乳
9762,成人牙膏
9763,啞鈴/槓鈴
9764,臉部乳液
9765,睫毛膏
9766,運動鞋
9767,沐浴乳
9768,成人牙膏
9769,鍋具
9770,洗衣球
9771,鍵盤
9772,快煮麵/乾拌麵
9773,睫毛膏
9774,常溫醬包
9775,洗衣精
9776,眼線筆
9777,兒童漱口水
9778,鍋具
9779,烘碗機
9780,沐浴乳
9781,指甲油
9782,即飲無糖茶
9783,臉部乳液
9784,面膜
9785,烤箱
9786,成人奶粉
9787,狗乾糧罐頭
9788,狗乾糧罐頭
9789,指甲油
9790,眼線筆
9791,常溫醬包
9792,面霜/乳霜
9793,洗衣精
9794,氣泡水
9795,豆奶/豆乳
9796,狗零食
9797,貓乾糧罐頭
9798,眼影盤
9799,電風扇
9800,礦泉水
9801,護髮乳
9802,眼線液
9803,指甲油
9804,運動鞋
9805,常溫醬包
9806,貓乾糧罐頭
9807,速食麵/泡麵
9808,速食麵/泡麵
9809,沐浴乳
9810,洗面乳
9811,衛生棉
9812,沐浴乳
9813,狗零食
9814,益生菌
9815,卸妝油
9816,粉底液
9817,妝前乳/隔離霜
9818,鍋具
9819,快煮麵/乾拌麵
9820,薑黃
9821,速食麵/泡麵
9822,成人牙膏
9823,保險套
9824,菸
9825,成人牙膏
9826,廚房紙巾
9827,運動/機能服
9828,保溫杯
9829,狗乾糧罐頭
9830,快煮麵/乾拌麵
9831,烘碗機
9832,洗衣機
9833,衛生紙
9834,氣泡水
9835,成人牙膏
9836,潤髮乳
9837,運動/機能服
9838,菸
9839,電鍋
9840,粉底液
9841,液晶電視
9842,貓乾糧罐頭
9843,礦泉水
9844,化妝水
9845,洗髮精
9846,護唇膏
9847,睫毛膏
9848,維他命B
9849,微波爐
9850,運動/機能服
9851,遮瑕筆
9852,成長幼兒奶粉
9853,眉粉
9854,狗乾糧罐頭
9855,保溫杯
9856,濾掛/耳掛咖啡
9857,狗零食
9858,沐浴乳
9859,速食麵/泡麵
9860,啤酒
9861,貓零食
9862,指甲油
9863,狗乾糧罐頭
9864,菸
9865,智慧錶
9866,冰箱
9867,貓乾糧罐頭
9868,濕紙巾
9869,遮瑕液
9870,菸
9871,電磁爐
9872,洗衣精
9873,濕紙巾
9874,鍋具
9875,洗髮精(嬰幼童/孕婦)
9876,礦泉水
9877,貓乾糧罐頭
9878,鍋具
9879,鍋具
9880,卸妝水
9881,常溫醬包
9882,運動鞋
9883,常溫醬包
9884,優格
9885,洗面乳
9886,護手霜
9887,葉黃素
9888,蜜粉
9889,維他命B
9890,衛生紙
9891,保溫杯
9892,護唇膏
9893,成人牙膏
9894,按摩椅
9895,碳酸飲料
9896,妝前乳/隔離霜
9897,狗零食
9898,電暖器
9899,化妝水
9900,蜜粉
9901,碳酸飲料
9902,維他命B
9903,電暖器
9904,運動鞋
9905,運動/機能服
9906,洗髮精
9907,衛生棉
9908,麥片穀類
9909,運動鞋
9910,鍋具
9911,洗衣精
9912,氣炸鍋
9913,沐浴乳
9914,快煮麵/乾拌麵
9915,成人牙膏
9916,即飲紅茶
9917,桌上電腦
9918,葉黃素
9919,運動鞋
9920,沐浴乳
9921,運動/機能服
9922,染眉膏
9923,啤酒
9924,運動/機能服
9925,洗面乳
9926,洗面乳
9927,成人牙膏
9928,洗衣皂
9929,碳酸飲料
9930,睫毛膏
9931,護髮乳
9932,除濕機
9933,洗髮精
9934,身體乳液
9935,葉黃素
9936,洗髮精
9937,洗髮精
9938,快煮麵/乾拌麵
9939,洗髮精
9940,狗零食
9941,濕紙巾
9942,沐浴乳
9943,沐浴乳
9944,運動鞋
9945,滴雞精
9946,運動鞋
9947,唇釉
9948,桌上電腦
9949,即飲咖啡
9950,濕紙巾
9951,即飲奶茶
9952,雞精
9953,護手霜
9954,吹風機
9955,精華液
9956,啤酒
9957,洗髮精
9958,優格
9959,護髮乳
9960,洗衣精
9961,速食麵/泡麵
9962,調味牛乳
9963,滑鼠
9964,即溶咖啡
9965,速食麵/泡麵
9966,護髮乳
9967,電熱水瓶
9968,成人牙膏
9969,鍵盤
9970,成人牙刷
9971,貓乾糧罐頭
9972,衛生紙
9973,RTD調酒
9974,貓乾糧罐頭
9975,洗衣精
9976,洗面乳
9977,精華液
9978,成人牙刷
9979,狗乾糧罐頭
9980,精油
9981,RTD調酒
9982,成人牙膏
9983,指甲油
9984,蜜粉
9985,洗髮精
9986,臉部乳液
9987,啤酒
9988,粉底液
9989,粉底液
9990,優格
9991,濕紙巾
9992,貓乾糧罐頭
9993,粉底液
9994,指甲油
9995,衛生棉
9996,啤酒
9997,狗零食
9998,洗髮精
9999,碳酸飲料
10000,維他命B
10001,菸
10002,智慧型手機
10003,維他命飲料
10004,保溫杯
10005,成人牙膏
10006,粉餅
10007,護手霜
10008,洗衣精
10009,成人牙刷
10010,菸
10011,益生菌
10012,濾掛/耳掛咖啡
10013,啤酒
10014,雞精
10015,唇膏
10016,快煮麵/乾拌麵
10017,洗衣精
10018,碳酸飲料
10019,維他命C
10020,鍵盤
10021,即飲無糖茶
10022,潤髮乳
10023,菸
10024,眼影盤
10025,擴香瓶
10026,臉部乳液
10027,狗乾糧罐頭
10028,精華液
10029,麥片穀類
10030,護髮乳
10031,鍵盤
10032,洗衣精
10033,滑鼠
10034,狗零食
10035,洗衣精
10036,保溫杯
10037,濕紙巾
10038,貓乾糧罐頭
10039,洗面乳
10040,保險套
10041,滴雞精
10042,鍋具
10043,礦泉水
10044,成人牙刷
10045,維他命B
10046,護唇膏
10047,洗衣球
10048,眉筆
10049,常溫醬包
10050,化妝水
10051,粉餅
10052,護髮乳
10053,洗髮精
10054,運動鞋
10055,啤酒
10056,洗面乳
10057,眼影盤
10058,洗面乳
10059,保溫杯
10060,化妝水
10061,護唇膏
10062,保久乳
10063,成人牙膏
10064,面膜
10065,衛生棉
10066,妝前乳/隔離霜
10067,即飲烏龍茶
10068,眼線筆
10069,洗面乳
10070,快煮麵/乾拌麵
10071,洗衣精
10072,面膜
10073,筆記型電腦
10074,即溶咖啡
10075,即飲無糖茶
10076,洗髮精
10077,滑鼠
10078,吹風機
10079,成人牙刷
10080,智慧錶
10081,洗衣精
10082,微波爐
10083,快煮麵/乾拌麵
10084,維他命D
10085,葉黃素
10086,烘碗機
10087,啤酒
10088,護髮乳
10089,麥片穀類
10090,遮瑕膏
10091,成人牙膏
10092,洗衣精
10093,洗面乳
10094,腮紅
10095,速食麵/泡麵
10096,衛生紙
10097,貓乾糧罐頭
10098,速食麵/泡麵
10099,碳酸飲料
10100,衛生紙
10101,成人奶粉
10102,保險套
10103,洗衣機
10104,洗髮精(嬰幼童/孕婦)
10105,運動鞋
10106,濕紙巾
10107,遮瑕筆
10108,鍋具
10109,米漿/豆米漿
10110,運動鞋
10111,眼霜
10112,狗零食
10113,沐浴乳
10114,眉粉
10115,兒童牙刷
10116,貓乾糧罐頭
10117,鮮乳
10118,成人牙膏
10119,保溫杯
10120,衛生棉
10121,粉餅
10122,洗衣精
10123,啤酒
10124,氣泡水
10125,成人牙膏
10126,指甲油
10127,面霜/乳霜
10128,洗衣精
10129,遮瑕液
10130,優酪乳
10131,即食雞胸
10132,成人牙膏
10133,洗髮精
10134,面膜
10135,速食麵/泡麵
10136,礦泉水
10137,沐浴乳
10138,麥片穀類
10139,麥片穀類
10140,碳酸飲料
10141,遮瑕筆
10142,潤髮乳
10143,電熱水瓶
10144,鍋具
10145,貓零食
10146,蜜粉
10147,貓乾糧罐頭
10148,濕紙巾
10149,火鍋料
10150,速食麵/泡麵
10151,鍵盤
10152,調理機
10153,成人牙刷
10154,眉粉
10155,狗零食
10156,即飲奶茶
10157,護唇膏
10158,護唇膏
10159,修容
10160,洗髮精
10161,碳酸飲料
10162,濕紙巾
10163,優格
10164,沐浴乳
10165,電熱水瓶
10166,運動鞋
10167,吹風機
10168,智慧型手機
10169,薑黃
10170,濾掛/耳掛咖啡
10171,電視遊戲機
10172,成人牙刷
10173,沐浴乳
10174,維他命B
10175,衛生紙
10176,啤酒
10177,成人牙刷
10178,濾掛/耳掛咖啡
10179,面霜/乳霜
10180,潤髮乳
10181,鍵盤
10182,速食麵/泡麵
10183,收納櫃
10184,吹風機
10185,鍵盤
10186,即飲奶茶
10187,豆奶/豆乳
10188,面膜
10189,鍋具
10190,洗髮精
10191,粉底液
10192,智慧型手機
10193,快煮麵/乾拌麵
10194,運動/機能服
10195,成人奶粉
10196,腮紅
10197,護髮乳
10198,洗衣精
10199,保險套
10200,保溫杯
10201,淨水器/濾水器
10202,快煮壺
10203,洗面乳
10204,菸
10205,維他命飲料
10206,中式香腸
10207,快煮壺
10208,運動/機能服
10209,護唇膏
10210,洗面乳
10211,眉筆
10212,啤酒
10213,面膜
10214,護髮乳
10215,RTD調酒
10216,成人牙刷
10217,衛生棉
10218,洗衣粉
10219,護髮乳
10220,吸塵器
10221,洗髮精
10222,常溫醬包
10223,洗衣精
10224,卸妝水
10225,鍋具
10226,狗乾糧罐頭
10227,速食麵/泡麵
10228,狗乾糧罐頭
10229,洗面乳
10230,成人奶粉
10231,電鍋
10232,即飲無糖茶
10233,常溫醬包
10234,葉黃素
10235,洗面乳
10236,啤酒
10237,狗乾糧罐頭
10238,濕紙巾
10239,醬油類
10240,精油
10241,卸妝棉
10242,卸妝油
10243,電風扇
10244,唇蜜
10245,鮮乳
10246,香氛蠟燭
10247,眉筆
10248,唇線筆
10249,除濕機
10250,碳酸飲料
10251,RTD調酒
10252,電鍋
10253,智慧型手機
10254,面霜/乳霜
10255,冰箱
10256,眼影盤
10257,沐浴乳
10258,面膜
10259,運動/機能服
10260,狗零食
10261,洗衣粉
10262,維他命B
10263,運動鞋
10264,保險套
10265,收納櫃
10266,成人牙刷
10267,防曬
10268,礦泉水
10269,洗髮精
10270,啞鈴/槓鈴
10271,濕紙巾
10272,護髮乳
10273,保久乳
10274,碳酸飲料
10275,運動/機能服
10276,常溫醬包
10277,洗髮精
10278,電熱水瓶
10279,鍋具
10280,護髮乳
10281,濕紙巾
10282,運動鞋
10283,貓乾糧罐頭
10284,成人牙膏
10285,洗髮精
10286,人工淚液
10287,濾掛/耳掛咖啡
10288,眉膠筆
10289,化妝水
10290,菸
10291,面膜
10292,麥片穀類
10293,芳香豆
10294,RTD調酒
10295,洗衣精
10296,精華液
10297,指甲油
10298,臉部乳液
10299,葉黃素
10300,滑鼠
10301,精華油
10302,沐浴乳
10303,貓乾糧罐頭
10304,潤髮乳
10305,護髮乳
10306,優酪乳
10307,衛生棉
10308,濕紙巾
10309,洗髮精
10310,速食麵/泡麵
10311,柔軟精
10312,洗面乳
10313,臉部乳液
10314,速食麵/泡麵
10315,洗面乳
10316,電暖器
10317,衛生棉
10318,洗衣精
10319,睫毛膏
10320,護髮乳
10321,洗髮精
10322,保險套
10323,洗髮精
10324,菸
10325,臉部乳液
10326,平板電腦
10327,蜜粉
10328,碳酸飲料
10329,精華液
10330,眼影刷/棒
10331,沐浴乳
10332,鍵盤
10333,即飲無糖茶
10334,除濕機
10335,運動鞋
10336,修容
10337,臉部乳液
10338,運動/機能服
10339,運動/機能服
10340,優格
10341,熱水器
10342,唇膏
10343,啤酒
10344,洗髮精
10345,成人牙刷
10346,BB霜
10347,保久乳
10348,精華液
10349,貓乾糧罐頭
10350,即飲綠茶
10351,滴雞精
10352,貓乾糧罐頭
10353,衛生棉
10354,洗髮精
10355,運動鞋
10356,護唇膏
10357,即飲咖啡
10358,維他命飲料
10359,即飲紅茶
10360,運動鞋
10361,眼影盤
10362,化妝水
10363,眼影盤
10364,礦泉水
10365,湯圓
10366,貓乾糧罐頭
10367,電熱水瓶
10368,護手霜
10369,兒童漱口水
10370,速食麵/泡麵
10371,調味牛乳
10372,唇露
10373,運動鞋
10374,鮮乳
10375,維他命B
10376,洗髮精
10377,濕紙巾
10378,卸妝乳
10379,染眉膏
10380,唇膏
10381,卸妝水
10382,眼線膠筆
10383,維他命C
10384,啤酒
10385,吸塵器
10386,運動鞋
10387,眉膠筆
10388,臉部乳液
10389,唇膏
10390,濕紙巾
10391,調味牛乳
10392,兒童牙刷
10393,即飲奶茶
10394,妝前乳/隔離霜
10395,眉粉
10396,護唇膏
10397,濕紙巾
10398,成人牙刷
10399,豆漿/黑豆漿
10400,菸
10401,成人牙刷
10402,啤酒
10403,蜜粉
10404,啞鈴/槓鈴
10405,濕紙巾
10406,貓乾糧罐頭
10407,成人牙刷
10408,濕紙巾
10409,成人牙膏
10410,濕紙巾
10411,面膜
10412,智慧錶
10413,洗面乳
10414,米漿/豆米漿
10415,啤酒
10416,柔軟精
10417,滑鼠
10418,電鍋
10419,速食麵/泡麵
10420,眼影盤
10421,成人牙膏
10422,啤酒
10423,液晶電視
10424,啤酒
10425,葉黃素
10426,運動/機能服
10427,護手霜
10428,狗乾糧罐頭
10429,菸
10430,洗髮精
10431,洗碗機
10432,貓乾糧罐頭
10433,潤髮乳
10434,狗乾糧罐頭
10435,奶瓶
10436,咖啡豆
10437,成人牙刷
10438,咖啡機
10439,智慧型手機
10440,貓零食
10441,護髮乳
10442,掃地機
10443,面膜
10444,洗髮精
10445,護髮乳
10446,吹風機
10447,面膜
10448,啤酒
10449,碳酸飲料
10450,葉酸
10451,成人紙尿褲
10452,粉底液
10453,濕紙巾
10454,眼霜
10455,身體乳液
10456,運動鞋
10457,常溫醬包
10458,筆記型電腦
10459,乳酸菌
10460,電風扇
10461,成人牙膏
10462,眉筆
10463,沐浴乳
10464,護手霜
10465,面膜
10466,洗髮精
10467,沐浴乳
10468,狗零食
10469,智慧型手機
10470,鍋具
10471,精華液
10472,貓乾糧罐頭
10473,睫毛膏
10474,即溶咖啡
10475,掃地機
10476,運動鞋
10477,成人牙刷
10478,菸
10479,護唇膏
10480,衛生棉
10481,精華液
